transaction_id,transaction_time,customer_id,merchant,category,amount,is_fraud
63,2024-01-01 11:17:00,155,Netflix,Shopping,5008.23,1
64,2024-01-01 11:18:00,139,Amazon,Subscription,5429.92,1
65,2024-01-01 11:19:00,307,Netflix,Food,444.51,1
66,2024-01-01 11:20:00,393,Flipkart,Food,679.53,1
67,2024-01-01 11:21:00,176,Apple,Electronics,1733.25,0
68,2024-01-01 11:22:00,278,Walmart,Transport,2199.34,0
69,2024-01-01 11:23:00,266,Swiggy,Electronics,3740.99,0
70,2024-01-01 11:24:00,448,Walmart,Grocery,327.02,0
71,2024-01-01 11:25:00,499,Swiggy,Grocery,370.09,1
72,2024-01-01 11:26:00,313,Amazon,Food,5491.73,0
73,2024-01-01 11:27:00,350,Walmart,Shopping,3174.78,0
74,2024-01-01 11:28:00,155,Uber,Subscription,4078.62,1
75,2024-01-01 11:29:00,405,Apple,Transport,4930.98,1
76,2024-01-01 11:30:00,372,Walmart,Subscription,4962.57,1
77,2024-01-01 11:31:00,377,Walmart,Transport,4166.99,1
78,2024-01-01 11:32:00,308,Amazon,Shopping,4511.05,1
79,2024-01-01 11:33:00,476,Uber,Food,4774.87,1
80,2024-01-01 11:34:00,210,Amazon,Subscription,2778.27,1
81,2024-01-01 11:35:00,461,Netflix,Subscription,3012.22,1
82,2024-01-01 11:36:00,239,Netflix,Grocery,2818.83,0
83,2024-01-01 11:37:00,405,Apple,Grocery,2806.47,1
84,2024-01-01 11:38:00,185,Apple,Grocery,3261.98,0
85,2024-01-01 11:39:00,310,Walmart,Electronics,938.01,0
86,2024-01-01 11:40:00,340,Walmart,Electronics,5416.95,1
87,2024-01-01 11:41:00,238,Amazon,Food,867.53,0
88,2024-01-01 11:42:00,231,Amazon,Shopping,698.85,1
89,2024-01-01 11:43:00,496,Netflix,Grocery,2557.32,0
90,2024-01-01 11:44:00,360,Amazon,Subscription,4625.52,0
91,2024-01-01 11:45:00,108,Walmart,Food,4257.96,0
92,2024-01-01 11:46:00,127,Flipkart,Food,235.99,1
93,2024-01-01 11:47:00,116,Apple,Food,940.66,1
94,2024-01-01 11:48:00,440,Amazon,Grocery,3708.54,0
95,2024-01-01 11:49:00,438,Uber,Shopping,3698.01,0
96,2024-01-01 11:50:00,178,Netflix,Electronics,4170.44,1
97,2024-01-01 11:51:00,224,Uber,Food,239.35,1
98,2024-01-01 11:52:00,409,Uber,Transport,1994.12,1
99,2024-01-01 11:53:00,474,Flipkart,Electronics,5586.13,0
100,2024-01-01 11:54:00,485,Apple,Shopping,4946.73,0
101,2024-01-01 11:55:00,127,Swiggy,Food,4698.03,1
102,2024-01-01 11:56:00,413,Apple,Electronics,3922.18,1
103,2024-01-01 11:57:00,339,Flipkart,Transport,162.41,1
104,2024-01-01 11:58:00,294,Netflix,Subscription,4911.8,1
105,2024-01-01 11:59:00,259,Apple,Subscription,5969.99,0
106,2024-01-01 12:00:00,380,Flipkart,Shopping,4693.08,1
107,2024-01-01 12:01:00,491,Amazon,Subscription,2095.07,1
108,2024-01-01 12:02:00,157,Swiggy,Electronics,3293.77,1
109,2024-01-01 12:03:00,276,Flipkart,Food,4919.97,0
110,2024-01-01 12:04:00,334,Swiggy,Subscription,2688.52,1
111,2024-01-01 12:05:00,208,Flipkart,Food,3146.88,1
112,2024-01-01 12:06:00,365,Uber,Shopping,4961.42,0
113,2024-01-01 12:07:00,439,Walmart,Shopping,3566.46,1
114,2024-01-01 12:08:00,288,Swiggy,Transport,5036.46,1
115,2024-01-01 12:09:00,321,Flipkart,Electronics,5854.09,1
116,2024-01-01 12:10:00,213,Uber,Electronics,5316.34,1
117,2024-01-01 12:11:00,137,Apple,Shopping,3453.63,1
118,2024-01-01 12:12:00,348,Swiggy,Transport,3571.4,1
119,2024-01-01 12:13:00,280,Walmart,Electronics,665.96,1
120,2024-01-01 12:14:00,402,Netflix,Transport,5136.23,1
121,2024-01-01 12:15:00,431,Uber,Subscription,580.83,0
122,2024-01-01 12:16:00,190,Uber,Transport,4001.46,1
123,2024-01-01 12:17:00,117,Uber,Shopping,649.77,0
124,2024-01-01 12:18:00,185,Netflix,Shopping,359.09,1
125,2024-01-01 12:19:00,103,Apple,Transport,2036.27,0
126,2024-01-01 12:20:00,461,Apple,Transport,1364.84,0
127,2024-01-01 12:21:00,359,Flipkart,Shopping,1752.12,0
128,2024-01-01 12:22:00,465,Walmart,Shopping,638.39,0
129,2024-01-01 12:23:00,196,Amazon,Transport,1697.54,0
130,2024-01-01 12:24:00,117,Swiggy,Food,5784.46,0
131,2024-01-01 12:25:00,220,Walmart,Subscription,637.75,0
132,2024-01-01 12:26:00,353,Amazon,Grocery,1047.21,1
133,2024-01-01 12:27:00,181,Swiggy,Subscription,1746.03,0
134,2024-01-01 12:28:00,204,Swiggy,Grocery,178.56,0
135,2024-01-01 12:29:00,152,Amazon,Shopping,4384.23,0
136,2024-01-01 12:30:00,138,Walmart,Transport,3519.84,0
137,2024-01-01 12:31:00,477,Walmart,Food,1339.69,1
138,2024-01-01 12:32:00,248,Swiggy,Food,3879.58,1
139,2024-01-01 12:33:00,496,Swiggy,Electronics,2735.09,0
140,2024-01-01 12:34:00,150,Apple,Transport,4546.13,1
141,2024-01-01 12:35:00,222,Swiggy,Food,5549.43,0
142,2024-01-01 12:36:00,112,Swiggy,Transport,5152.99,1
143,2024-01-01 12:37:00,182,Uber,Subscription,219.11,1
144,2024-01-01 12:38:00,234,Apple,Subscription,5222.2,1
145,2024-01-01 12:39:00,350,Flipkart,Subscription,2631.87,0
146,2024-01-01 12:40:00,118,Apple,Subscription,1262.3,1
147,2024-01-01 12:41:00,302,Apple,Shopping,2262.76,0
148,2024-01-01 12:42:00,143,Walmart,Food,1055.94,0
149,2024-01-01 12:43:00,296,Apple,Shopping,1845.95,0
150,2024-01-01 12:44:00,295,Swiggy,Food,1138.66,0
151,2024-01-01 12:45:00,400,Flipkart,Shopping,400.77,0
152,2024-01-01 12:46:00,218,Amazon,Shopping,3893.17,0
153,2024-01-01 12:47:00,201,Flipkart,Grocery,5372.8,0
154,2024-01-01 12:48:00,199,Apple,Food,769.18,1
155,2024-01-01 12:49:00,249,Apple,Food,2867.17,1
156,2024-01-01 12:50:00,301,Amazon,Transport,5003.55,0
157,2024-01-01 12:51:00,379,Netflix,Shopping,4401.9,0
158,2024-01-01 12:52:00,268,Apple,Transport,5168.67,1
159,2024-01-01 12:53:00,114,Amazon,Shopping,2227.44,1
160,2024-01-01 12:54:00,150,Flipkart,Grocery,697.95,1
161,2024-01-01 12:55:00,175,Netflix,Transport,3162.81,0
162,2024-01-01 12:56:00,437,Walmart,Transport,5256.48,0
163,2024-01-01 12:57:00,240,Uber,Grocery,1245.95,1
164,2024-01-01 12:58:00,221,Uber,Subscription,1902.34,1
165,2024-01-01 12:59:00,295,Uber,Subscription,3583.87,0
166,2024-01-01 13:00:00,295,Amazon,Grocery,5075.64,0
167,2024-01-01 13:01:00,183,Apple,Electronics,3940.97,1
168,2024-01-01 13:02:00,416,Amazon,Shopping,2833.54,1
169,2024-01-01 13:03:00,243,Flipkart,Shopping,1333.71,1
170,2024-01-01 13:04:00,492,Amazon,Shopping,2625.58,0
171,2024-01-01 13:05:00,361,Walmart,Transport,696.98,0
172,2024-01-01 13:06:00,224,Uber,Shopping,5324.14,0
173,2024-01-01 13:07:00,487,Walmart,Transport,3276.09,0
174,2024-01-01 13:08:00,216,Flipkart,Grocery,71.42,1
175,2024-01-01 13:09:00,479,Walmart,Food,2417.44,1
176,2024-01-01 13:10:00,254,Flipkart,Subscription,459.74,0
177,2024-01-01 13:11:00,157,Walmart,Transport,2833.84,0
178,2024-01-01 13:12:00,474,Uber,Transport,2295.81,0
179,2024-01-01 13:13:00,102,Swiggy,Subscription,1018.21,0
180,2024-01-01 13:14:00,383,Flipkart,Transport,5962.52,0
181,2024-01-01 13:15:00,322,Amazon,Subscription,1391.47,0
182,2024-01-01 13:16:00,218,Netflix,Subscription,637.06,1
183,2024-01-01 13:17:00,150,Swiggy,Subscription,30.2,0
184,2024-01-01 13:18:00,163,Netflix,Electronics,250.74,0
185,2024-01-01 13:19:00,419,Netflix,Electronics,713.45,0
186,2024-01-01 13:20:00,291,Walmart,Transport,5220.07,0
187,2024-01-01 13:21:00,284,Walmart,Grocery,3778.83,0
188,2024-01-01 13:22:00,196,Netflix,Subscription,4232.58,1
189,2024-01-01 13:23:00,353,Walmart,Transport,1367.87,1
190,2024-01-01 13:24:00,120,Flipkart,Electronics,2557.91,1
191,2024-01-01 13:25:00,339,Amazon,Subscription,460.52,0
192,2024-01-01 13:26:00,165,Flipkart,Food,1787.83,0
193,2024-01-01 13:27:00,333,Apple,Subscription,5356.67,0
194,2024-01-01 13:28:00,232,Swiggy,Grocery,1021.76,0
195,2024-01-01 13:29:00,165,Amazon,Shopping,1487.53,1
196,2024-01-01 13:30:00,176,Amazon,Grocery,1378.39,0
197,2024-01-01 13:31:00,202,Swiggy,Food,5552,0
198,2024-01-01 13:32:00,232,Uber,Grocery,5433.96,0
199,2024-01-01 13:33:00,223,Uber,Grocery,4728.24,1
200,2024-01-01 13:34:00,435,Walmart,Grocery,2496.88,1
201,2024-01-01 13:35:00,495,Walmart,Grocery,4116.88,1
202,2024-01-01 13:36:00,291,Netflix,Transport,3337.88,0
203,2024-01-01 13:37:00,312,Uber,Electronics,4676.95,1
204,2024-01-01 13:38:00,262,Flipkart,Subscription,5544.37,1
205,2024-01-01 13:39:00,303,Flipkart,Subscription,2868.23,1
206,2024-01-01 13:40:00,146,Amazon,Electronics,3507.18,1
207,2024-01-01 13:41:00,272,Flipkart,Grocery,2216.45,0
208,2024-01-01 13:42:00,471,Netflix,Electronics,4343.94,1
209,2024-01-01 13:43:00,354,Netflix,Shopping,4491.4,0
210,2024-01-01 13:44:00,251,Walmart,Subscription,3964.06,1
211,2024-01-01 13:45:00,297,Apple,Food,436.58,1
212,2024-01-01 13:46:00,118,Swiggy,Shopping,2775.77,1
213,2024-01-01 13:47:00,181,Amazon,Electronics,666.83,0
214,2024-01-01 13:48:00,338,Netflix,Transport,4137.46,0
215,2024-01-01 13:49:00,198,Flipkart,Grocery,959.87,0
216,2024-01-01 13:50:00,298,Walmart,Food,3001.4,1
217,2024-01-01 13:51:00,412,Netflix,Transport,1497.23,0
218,2024-01-01 13:52:00,237,Apple,Electronics,3874.53,1
219,2024-01-01 13:53:00,416,Netflix,Food,1404.36,0
220,2024-01-01 13:54:00,444,Netflix,Subscription,400.26,1
221,2024-01-01 13:55:00,485,Netflix,Electronics,2158.08,0
222,2024-01-01 13:56:00,329,Apple,Food,4768.61,0
223,2024-01-01 13:57:00,448,Uber,Transport,4977.95,0
224,2024-01-01 13:58:00,499,Walmart,Shopping,1692.11,1
225,2024-01-01 13:59:00,306,Walmart,Shopping,5384.85,1
226,2024-01-01 14:00:00,355,Walmart,Food,4712.5,0
227,2024-01-01 14:01:00,291,Apple,Electronics,3755.41,1
228,2024-01-01 14:02:00,140,Flipkart,Grocery,5762.87,1
229,2024-01-01 14:03:00,455,Uber,Electronics,324.9,1
230,2024-01-01 14:04:00,486,Netflix,Grocery,4714.06,1
231,2024-01-01 14:05:00,163,Netflix,Shopping,3920.88,0
232,2024-01-01 14:06:00,349,Flipkart,Food,3426.32,1
233,2024-01-01 14:07:00,134,Apple,Grocery,3349.09,1
234,2024-01-01 14:08:00,137,Walmart,Shopping,1833.5,1
235,2024-01-01 14:09:00,140,Flipkart,Electronics,4198.94,1
236,2024-01-01 14:10:00,271,Swiggy,Subscription,2770,0
237,2024-01-01 14:11:00,262,Flipkart,Food,711.35,1
238,2024-01-01 14:12:00,202,Netflix,Transport,3602.38,0
239,2024-01-01 14:13:00,227,Walmart,Electronics,5799.27,0
240,2024-01-01 14:14:00,261,Swiggy,Electronics,2840.58,1
241,2024-01-01 14:15:00,457,Netflix,Subscription,373.49,1
242,2024-01-01 14:16:00,191,Uber,Shopping,3485.65,0
243,2024-01-01 14:17:00,183,Flipkart,Subscription,5512.64,0
244,2024-01-01 14:18:00,257,Uber,Food,2197.35,1
245,2024-01-01 14:19:00,480,Netflix,Food,2991.33,1
246,2024-01-01 14:20:00,157,Flipkart,Transport,5816.66,0
247,2024-01-01 14:21:00,128,Apple,Food,1080.22,0
248,2024-01-01 14:22:00,418,Netflix,Subscription,347.64,1
249,2024-01-01 14:23:00,149,Uber,Subscription,3867.77,0
250,2024-01-01 14:24:00,186,Amazon,Transport,218.9,0
251,2024-01-01 14:25:00,173,Uber,Electronics,1638.65,1
252,2024-01-01 14:26:00,241,Swiggy,Grocery,3235.97,0
253,2024-01-01 14:27:00,311,Amazon,Food,4710.57,0
254,2024-01-01 14:28:00,375,Apple,Transport,3766.16,1
255,2024-01-01 14:29:00,274,Flipkart,Food,5911.06,1
256,2024-01-01 14:30:00,377,Amazon,Shopping,2811.31,1
257,2024-01-01 14:31:00,141,Swiggy,Food,4242.46,1
258,2024-01-01 14:32:00,178,Uber,Subscription,2099.74,0
259,2024-01-01 14:33:00,318,Netflix,Subscription,859.81,1
260,2024-01-01 14:34:00,466,Amazon,Shopping,5225.89,0
261,2024-01-01 14:35:00,284,Amazon,Electronics,2102.47,0
262,2024-01-01 14:36:00,391,Amazon,Shopping,4320.77,1
263,2024-01-01 14:37:00,266,Amazon,Grocery,3758.97,0
264,2024-01-01 14:38:00,156,Netflix,Grocery,457.93,1
265,2024-01-01 14:39:00,400,Walmart,Transport,5064.8,1
266,2024-01-01 14:40:00,388,Uber,Transport,4828.5,0
267,2024-01-01 14:41:00,173,Uber,Subscription,3086.47,1
268,2024-01-01 14:42:00,202,Swiggy,Subscription,44.12,1
269,2024-01-01 14:43:00,385,Amazon,Grocery,375.26,1
270,2024-01-01 14:44:00,256,Uber,Food,2252.17,0
271,2024-01-01 14:45:00,180,Swiggy,Electronics,2222.23,0
272,2024-01-01 14:46:00,168,Apple,Grocery,1228.92,0
273,2024-01-01 14:47:00,400,Walmart,Electronics,1952.68,0
274,2024-01-01 14:48:00,254,Apple,Electronics,5335.42,0
275,2024-01-01 14:49:00,184,Apple,Food,4771.28,0
276,2024-01-01 14:50:00,468,Flipkart,Subscription,3103.13,1
277,2024-01-01 14:51:00,362,Walmart,Shopping,5371.13,1
278,2024-01-01 14:52:00,461,Apple,Transport,4009.05,1
279,2024-01-01 14:53:00,368,Flipkart,Subscription,3303.02,1
280,2024-01-01 14:54:00,301,Amazon,Subscription,1295.1,1
281,2024-01-01 14:55:00,257,Netflix,Subscription,2847.29,1
282,2024-01-01 14:56:00,474,Amazon,Food,2946.62,0
283,2024-01-01 14:57:00,254,Netflix,Subscription,4477.61,0
284,2024-01-01 14:58:00,470,Flipkart,Food,2430.55,0
285,2024-01-01 14:59:00,183,Netflix,Shopping,5995,1
286,2024-01-01 15:00:00,136,Netflix,Shopping,2670.6,0
287,2024-01-01 15:01:00,205,Flipkart,Subscription,4905.58,1
288,2024-01-01 15:02:00,139,Apple,Shopping,5934.42,0
289,2024-01-01 15:03:00,137,Apple,Subscription,3820.13,1
290,2024-01-01 15:04:00,226,Uber,Shopping,1704.65,1
291,2024-01-01 15:05:00,212,Swiggy,Food,1625.67,1
292,2024-01-01 15:06:00,222,Swiggy,Grocery,776.85,0
293,2024-01-01 15:07:00,355,Amazon,Grocery,307.18,0
294,2024-01-01 15:08:00,203,Swiggy,Transport,4405.88,0
295,2024-01-01 15:09:00,321,Apple,Transport,2835.61,0
296,2024-01-01 15:10:00,407,Swiggy,Food,492.35,1
297,2024-01-01 15:11:00,134,Flipkart,Subscription,4055.83,0
298,2024-01-01 15:12:00,331,Walmart,Subscription,930.58,0
299,2024-01-01 15:13:00,354,Swiggy,Transport,438.77,1
300,2024-01-01 15:14:00,262,Netflix,Subscription,3223.96,0
301,2024-01-01 15:15:00,305,Swiggy,Food,5683.02,0
302,2024-01-01 15:16:00,219,Uber,Electronics,4283.37,1
303,2024-01-01 15:17:00,129,Swiggy,Transport,73.94,1
304,2024-01-01 15:18:00,224,Uber,Food,625.15,1
305,2024-01-01 15:19:00,434,Walmart,Transport,1164.16,0
306,2024-01-01 15:20:00,315,Apple,Grocery,4611.1,0
307,2024-01-01 15:21:00,343,Uber,Transport,2614.46,0
308,2024-01-01 15:22:00,320,Apple,Subscription,2251.38,1
309,2024-01-01 15:23:00,326,Walmart,Grocery,942.43,0
310,2024-01-01 15:24:00,206,Uber,Subscription,2759.31,0
311,2024-01-01 15:25:00,189,Uber,Electronics,1599.54,0
312,2024-01-01 15:26:00,468,Netflix,Electronics,551.87,0
313,2024-01-01 15:27:00,138,Swiggy,Transport,5466.38,0
314,2024-01-01 15:28:00,329,Uber,Food,3700.33,0
315,2024-01-01 15:29:00,442,Uber,Electronics,3742.83,1
316,2024-01-01 15:30:00,468,Amazon,Subscription,1717.57,1
317,2024-01-01 15:31:00,290,Walmart,Subscription,1831.12,1
318,2024-01-01 15:32:00,406,Amazon,Grocery,5685.17,0
319,2024-01-01 15:33:00,222,Apple,Shopping,4534.61,0
320,2024-01-01 15:34:00,420,Amazon,Shopping,5510.75,1
321,2024-01-01 15:35:00,390,Walmart,Electronics,5410,1
322,2024-01-01 15:36:00,113,Uber,Shopping,916.53,1
323,2024-01-01 15:37:00,348,Netflix,Electronics,3994.55,1
324,2024-01-01 15:38:00,391,Amazon,Electronics,2723.67,0
325,2024-01-01 15:39:00,424,Amazon,Shopping,4773.75,1
326,2024-01-01 15:40:00,438,Uber,Transport,171.14,0
327,2024-01-01 15:41:00,113,Walmart,Food,883.68,1
328,2024-01-01 15:42:00,203,Amazon,Transport,143.12,0
329,2024-01-01 15:43:00,356,Amazon,Food,3750.57,0
330,2024-01-01 15:44:00,143,Swiggy,Grocery,5125.68,0
331,2024-01-01 15:45:00,213,Uber,Transport,3104.43,1
332,2024-01-01 15:46:00,133,Netflix,Transport,1816.4,1
333,2024-01-01 15:47:00,353,Apple,Food,3280.7,1
334,2024-01-01 15:48:00,223,Swiggy,Subscription,2133.46,0
335,2024-01-01 15:49:00,122,Uber,Transport,5639.23,1
336,2024-01-01 15:50:00,384,Uber,Grocery,3.68,0
337,2024-01-01 15:51:00,312,Swiggy,Transport,5658.73,1
338,2024-01-01 15:52:00,138,Apple,Subscription,1897.27,0
339,2024-01-01 15:53:00,127,Netflix,Electronics,5171.99,1
340,2024-01-01 15:54:00,129,Uber,Grocery,5490.83,0
341,2024-01-01 15:55:00,327,Apple,Grocery,913.04,1
342,2024-01-01 15:56:00,331,Apple,Electronics,2875.8,1
343,2024-01-01 15:57:00,227,Swiggy,Shopping,4535.78,0
344,2024-01-01 15:58:00,230,Netflix,Food,4922.9,0
345,2024-01-01 15:59:00,191,Uber,Electronics,3397.12,1
346,2024-01-01 16:00:00,289,Swiggy,Food,4309.8,1
347,2024-01-01 16:01:00,433,Walmart,Transport,305.08,1
348,2024-01-01 16:02:00,489,Apple,Electronics,458.8,1
349,2024-01-01 16:03:00,199,Netflix,Grocery,205.93,0
350,2024-01-01 16:04:00,317,Walmart,Electronics,3525.2,0
351,2024-01-01 16:05:00,236,Amazon,Electronics,5211,0
352,2024-01-01 16:06:00,223,Walmart,Food,4420.25,1
353,2024-01-01 16:07:00,437,Netflix,Grocery,3712.05,1
354,2024-01-01 16:08:00,181,Flipkart,Grocery,1606.72,1
355,2024-01-01 16:09:00,161,Amazon,Subscription,5623.28,1
356,2024-01-01 16:10:00,355,Swiggy,Electronics,634.13,0
357,2024-01-01 16:11:00,293,Uber,Grocery,2446.02,1
358,2024-01-01 16:12:00,122,Swiggy,Shopping,3669.28,0
359,2024-01-01 16:13:00,384,Apple,Transport,5062.42,0
360,2024-01-01 16:14:00,105,Walmart,Shopping,881.96,1
361,2024-01-01 16:15:00,124,Amazon,Subscription,1596.07,1
362,2024-01-01 16:16:00,149,Uber,Electronics,2772.77,0
363,2024-01-01 16:17:00,149,Walmart,Subscription,3657.75,0
364,2024-01-01 16:18:00,286,Swiggy,Transport,5309.03,0
365,2024-01-01 16:19:00,338,Swiggy,Transport,702.64,1
366,2024-01-01 16:20:00,485,Amazon,Transport,4025.99,1
367,2024-01-01 16:21:00,245,Netflix,Electronics,2562.89,0
368,2024-01-01 16:22:00,249,Flipkart,Subscription,5717.86,1
369,2024-01-01 16:23:00,191,Netflix,Shopping,3561.52,0
370,2024-01-01 16:24:00,270,Amazon,Grocery,1630.78,1
371,2024-01-01 16:25:00,331,Flipkart,Food,1652.67,1
372,2024-01-01 16:26:00,293,Uber,Transport,4471.56,0
373,2024-01-01 16:27:00,382,Uber,Grocery,4008.22,0
374,2024-01-01 16:28:00,439,Amazon,Shopping,483.49,1
375,2024-01-01 16:29:00,294,Walmart,Food,312.41,1
376,2024-01-01 16:30:00,248,Walmart,Subscription,1209.03,0
377,2024-01-01 16:31:00,129,Apple,Subscription,1081.63,0
378,2024-01-01 16:32:00,308,Flipkart,Transport,3533.34,0
379,2024-01-01 16:33:00,368,Uber,Transport,4808.71,0
380,2024-01-01 16:34:00,275,Uber,Grocery,727.56,1
381,2024-01-01 16:35:00,481,Uber,Electronics,93.85,1
382,2024-01-01 16:36:00,465,Swiggy,Grocery,2343.51,0
383,2024-01-01 16:37:00,128,Uber,Shopping,3599.57,0
384,2024-01-01 16:38:00,309,Flipkart,Transport,246.06,0
385,2024-01-01 16:39:00,200,Apple,Subscription,338.89,1
386,2024-01-01 16:40:00,426,Flipkart,Electronics,3244.48,0
387,2024-01-01 16:41:00,100,Swiggy,Grocery,3983.65,0
388,2024-01-01 16:42:00,488,Flipkart,Shopping,791.83,1
389,2024-01-01 16:43:00,474,Flipkart,Electronics,5566.37,1
390,2024-01-01 16:44:00,340,Swiggy,Shopping,1110.17,0
391,2024-01-01 16:45:00,290,Amazon,Subscription,1746.82,1
392,2024-01-01 16:46:00,336,Netflix,Electronics,1685.77,0
393,2024-01-01 16:47:00,112,Walmart,Food,5937.47,0
394,2024-01-01 16:48:00,182,Walmart,Electronics,3089.77,0
395,2024-01-01 16:49:00,397,Flipkart,Subscription,1871.64,1
396,2024-01-01 16:50:00,197,Apple,Electronics,3007.39,1
397,2024-01-01 16:51:00,428,Uber,Subscription,5941.49,0
398,2024-01-01 16:52:00,480,Amazon,Electronics,3650.83,1
399,2024-01-01 16:53:00,306,Netflix,Electronics,5007.42,1
400,2024-01-01 16:54:00,100,Swiggy,Subscription,524,1
401,2024-01-01 16:55:00,422,Uber,Transport,1724.71,1
402,2024-01-01 16:56:00,219,Netflix,Food,5966.45,0
403,2024-01-01 16:57:00,270,Netflix,Food,1190.87,0
404,2024-01-01 16:58:00,336,Apple,Electronics,2851.87,1
405,2024-01-01 16:59:00,478,Apple,Electronics,3413.5,0
406,2024-01-01 17:00:00,406,Uber,Grocery,5075.13,0
407,2024-01-01 17:01:00,488,Flipkart,Food,1298.27,1
408,2024-01-01 17:02:00,380,Flipkart,Grocery,3599.62,1
409,2024-01-01 17:03:00,201,Apple,Shopping,3363.92,0
410,2024-01-01 17:04:00,362,Amazon,Food,3297.47,1
411,2024-01-01 17:05:00,249,Swiggy,Grocery,5898.86,1
412,2024-01-01 17:06:00,117,Walmart,Subscription,3893.06,1
413,2024-01-01 17:07:00,444,Netflix,Shopping,1774.21,1
414,2024-01-01 17:08:00,126,Apple,Subscription,160.05,1
415,2024-01-01 17:09:00,286,Flipkart,Electronics,4528.25,0
416,2024-01-01 17:10:00,259,Walmart,Electronics,3044.55,0
417,2024-01-01 17:11:00,233,Amazon,Food,821.8,1
418,2024-01-01 17:12:00,338,Uber,Food,3512.09,1
419,2024-01-01 17:13:00,478,Apple,Food,3961.33,0
